id,product,category,quantity,unit_price,region,sales_rep,total
5403,Monitor,Furniture,4.0,1039.74,East,Dave,4158.96
5404,Tablet,Office,3.0,914.09,West,Dave,2742.27
5405,Tablet,Electronics,2.0,542.35,North,Dave,1084.7
5406,Chair,Office,1.0,946.77,,Carol,946.77
5407,Desk,Furniture,,271.12,East,,
5408,Chair,Electronics,2.0,1000.15,North,Eve,2000.3
5409,Keyboard,Furniture,1.0,240.01,,,240.01
5410,Laptop,Electronics,4.0,144.11,East,Eve,576.44
5411,Keyboard,Electronics,2.0,1028.42,,Eve,2056.84
5412,Laptop,Electronics,5.0,1368.75,South,Eve,6843.75
5413,Keyboard,Office,5.0,1469.9,South,Bob,7349.5
5414,Laptop,Furniture,2.0,54.43,South,Alice,108.86
5415,Chair,Furniture,5.0,1327.98,West,Carol,6639.9
5416,Monitor,Office,2.0,183.81,North,Eve,367.62
5417,Mouse,Office,4.0,1116.24,North,Dave,4464.96
5418,Mouse,Electronics,,1455.59,West,Eve,
5419,Mouse,Office,3.0,871.26,East,Carol,2613.7799999999997
5420,Chair,Office,,575.02,East,Alice,
5421,Monitor,Furniture,3.0,965.73,,Dave,2897.19
5422,Desk,Office,3.0,402.46,,Eve,1207.3799999999999
5423,Desk,Furniture,,1174.06,North,Bob,
5424,Phone,Furniture,4.0,468.37,West,Bob,1873.48
5425,Mouse,Electronics,2.0,755.38,West,Dave,1510.76
5426,Keyboard,Furniture,2.0,669.2,,Carol,1338.4
5427,Monitor,Electronics,,619.35,West,Eve,
5428,Desk,Furniture,4.0,1114.42,West,Eve,4457.68
5429,Keyboard,Furniture,,1205.53,West,Dave,
5430,Laptop,Electronics,4.0,660.95,East,Dave,2643.8
5431,Keyboard,Office,3.0,856.6,,Eve,2569.8
5432,Mouse,Office,4.0,1260.5,South,Bob,5042.0
5433,Desk,Furniture,5.0,971.59,North,,4857.95
5434,Keyboard,Office,,591.62,West,Dave,
5435,Mouse,Furniture,1.0,1115.58,East,Dave,1115.58
5436,Keyboard,Electronics,5.0,1176.29,South,Alice,5881.45
5437,Tablet,Furniture,3.0,607.77,,Carol,1823.31
5438,Laptop,Furniture,,876.17,North,Alice,
5439,Tablet,Furniture,3.0,749.38,West,,2248.14
5440,Mouse,Electronics,5.0,1278.3,,Dave,6391.5
5441,Keyboard,Electronics,4.0,335.98,East,Bob,1343.92
5442,Chair,Furniture,5.0,1303.25,East,Alice,6516.25
5443,Monitor,Furniture,2.0,253.87,East,Dave,507.74
5444,Tablet,Electronics,3.0,319.86,North,Eve,959.58
5445,Monitor,Furniture,2.0,1277.71,North,Carol,2555.42
5446,Monitor,Electronics,4.0,921.64,East,Alice,3686.56
5447,Tablet,Office,3.0,483.43,South,,1450.29
5448,Keyboard,Office,1.0,334.96,South,,334.96
5449,Laptop,Office,5.0,448.57,South,Dave,2242.85
5450,Phone,Electronics,,565.28,East,Eve,
5451,Phone,Furniture,5.0,646.97,North,Dave,3234.8500000000004
5452,Phone,Electronics,,180.19,South,Bob,
5453,Tablet,Furniture,1.0,350.11,South,,350.11
5454,Monitor,Office,2.0,1054.07,,Alice,2108.14
5455,Mouse,Office,1.0,264.72,,Dave,264.72
5456,Keyboard,Electronics,,405.71,,Alice,
5457,Phone,Electronics,,480.01,South,Eve,
5458,Phone,Furniture,2.0,727.73,,Dave,1455.46
5459,Desk,Office,2.0,253.71,North,Alice,507.42
5460,Laptop,Electronics,1.0,96.12,North,Dave,96.12
5461,Mouse,Electronics,3.0,103.28,West,Bob,309.84000000000003
5462,Mouse,Office,1.0,467.65,,Bob,467.65
5463,Monitor,Electronics,5.0,802.93,North,Carol,4014.6499999999996
5464,Desk,Electronics,,1352.98,East,Carol,
5465,Chair,Furniture,1.0,208.59,,Alice,208.59
5466,Desk,Office,2.0,215.75,North,Dave,431.5
5467,Keyboard,Furniture,2.0,913.18,North,,1826.36
5468,Keyboard,Electronics,5.0,714.82,,Bob,3574.1000000000004
5469,Laptop,Furniture,4.0,499.54,,Carol,1998.16
5470,Keyboard,Office,4.0,751.11,North,Bob,3004.44
5471,Mouse,Furniture,2.0,1340.32,South,Alice,2680.64
5472,Monitor,Office,4.0,956.69,,Eve,3826.76
5473,Desk,Office,,344.46,,Alice,
5474,Laptop,Furniture,2.0,934.97,East,Carol,1869.94
5475,Mouse,Office,5.0,1358.22,,,6791.1
5476,Phone,Furniture,4.0,805.87,East,,3223.48
5477,Monitor,Furniture,3.0,916.79,South,Dave,2750.37
5478,Chair,Electronics,4.0,1052.63,South,Bob,4210.52
5479,Keyboard,Electronics,1.0,499.42,South,Dave,499.42
5480,Tablet,Office,3.0,523.95,,Eve,1571.8500000000001
5481,Monitor,Electronics,2.0,483.98,,Carol,967.96
5482,Chair,Office,5.0,1172.47,South,Bob,5862.35
5483,Keyboard,Electronics,3.0,977.96,North,Carol,2933.88
5484,Chair,Office,3.0,390.09,South,Alice,1170.27
5485,Phone,Furniture,2.0,572.32,East,Alice,1144.64
5486,Monitor,Furniture,1.0,1334.45,East,Carol,1334.45
5487,Chair,Furniture,,565.17,North,Alice,
5488,Phone,Furniture,4.0,405.47,South,Carol,1621.88
5489,Mouse,Electronics,5.0,1082.86,North,Carol,5414.299999999999
5490,Keyboard,Furniture,4.0,101.47,South,Carol,405.88
5491,Keyboard,Office,,1343.3,South,Carol,
5492,Keyboard,Office,1.0,721.77,North,Carol,721.77
5493,Keyboard,Electronics,5.0,695.33,North,Bob,3476.65
5494,Chair,Office,,928.67,North,Dave,
5495,Keyboard,Furniture,2.0,428.26,East,Carol,856.52
5496,Tablet,Office,3.0,75.34,South,Dave,226.02
5497,Laptop,Furniture,5.0,67.35,West,Bob,336.75
5498,Keyboard,Electronics,2.0,811.94,West,Carol,1623.88
5499,Chair,Furniture,3.0,1352.1,South,Dave,4056.2999999999997
5500,Desk,Office,4.0,306.91,East,Dave,1227.64
5501,Mouse,Electronics,,1131.12,East,Eve,
5502,Laptop,Office,1.0,425.99,,Alice,425.99
5503,Phone,Furniture,,1173.02,West,Alice,
5504,Phone,Electronics,5.0,272.21,North,Bob,1361.05
5505,Laptop,Electronics,3.0,1065.73,South,Carol,3197.19
5506,Tablet,Office,4.0,1342.59,West,Bob,5370.36
5507,Laptop,Office,,76.43,West,Eve,
5508,Desk,Office,4.0,1120.67,East,Dave,4482.68
5509,Tablet,Furniture,5.0,1052.13,North,,5260.650000000001
5510,Monitor,Electronics,,873.33,South,Eve,
5511,Mouse,Electronics,3.0,755.84,South,Bob,2267.52
5512,Desk,Office,,331.5,South,Bob,
5513,Laptop,Office,5.0,606.98,North,Bob,3034.9
5514,Chair,Furniture,1.0,1046.02,East,Alice,1046.02
5515,Tablet,Office,5.0,1314.16,South,Eve,6570.8
5516,Keyboard,Electronics,3.0,1050.31,North,Carol,3150.93
5517,Monitor,Electronics,2.0,704.46,South,Alice,1408.92
5518,Keyboard,Furniture,5.0,587.65,,,2938.25
5519,Tablet,Office,2.0,485.09,North,Carol,970.18
5520,Mouse,Furniture,3.0,965.83,South,Bob,2897.4900000000002
5521,Tablet,Office,3.0,1378.19,South,,4134.57
5522,Keyboard,Office,1.0,1416.85,West,Alice,1416.85
5523,Keyboard,Office,,1471.12,West,Carol,
5524,Chair,Furniture,4.0,51.19,,,204.76
5525,Keyboard,Office,2.0,847.16,North,Carol,1694.32
5526,Monitor,Electronics,2.0,386.42,South,Eve,772.84
5527,Desk,Electronics,2.0,467.98,South,Dave,935.96
5528,Phone,Furniture,2.0,418.9,East,Eve,837.8
5529,Keyboard,Furniture,,1178.55,East,Alice,
5530,Chair,Furniture,3.0,1264.97,North,Dave,3794.91
5531,Mouse,Furniture,1.0,350.73,West,Carol,350.73
5532,Phone,Office,,403.21,North,Eve,
5533,Mouse,Electronics,4.0,779.54,North,Carol,3118.16
5534,Laptop,Office,5.0,518.71,East,Dave,2593.55
5535,Laptop,Office,1.0,541.54,East,Dave,541.54
5536,Tablet,Furniture,5.0,984.39,South,Eve,4921.95
5537,Laptop,Office,2.0,335.09,West,Bob,670.18
5538,Chair,Office,,340.55,East,Bob,
5539,Chair,Office,5.0,662.29,,Carol,3311.45
5540,Mouse,Furniture,1.0,931.2,North,Bob,931.2
5541,Tablet,Office,1.0,199.5,East,Carol,199.5
5542,Chair,Office,3.0,909.58,West,Carol,2728.7400000000002
5543,Desk,Furniture,3.0,71.44,,Alice,214.32
5544,Desk,Furniture,1.0,1322.68,East,Dave,1322.68
5545,Keyboard,Electronics,,1104.46,,Carol,
5546,Mouse,Electronics,1.0,870.11,East,Carol,870.11
5547,Phone,Electronics,4.0,647.68,West,Eve,2590.72
5548,Mouse,Furniture,,13.54,East,Alice,
5549,Chair,Electronics,2.0,356.56,East,Bob,713.12
5550,Phone,Office,2.0,1203.82,South,Carol,2407.64
5551,Keyboard,Furniture,3.0,124.92,North,Carol,374.76
5552,Chair,Office,4.0,443.43,South,Alice,1773.72
5553,Laptop,Furniture,4.0,260.79,South,Eve,1043.16
5554,Mouse,Electronics,5.0,1417.63,North,Carol,7088.150000000001
5555,Chair,Furniture,3.0,221.9,,,665.7
5556,Chair,Office,2.0,780.4,,Dave,1560.8
5557,Laptop,Office,,1381.5,East,Carol,
5558,Mouse,Furniture,5.0,860.68,,Bob,4303.4
5559,Desk,Office,1.0,174.69,,Bob,174.69
5560,Phone,Furniture,5.0,282.04,,Carol,1410.2
5561,Laptop,Furniture,3.0,1278.07,West,Bob,3834.21
5562,Desk,Office,1.0,1102.29,,Alice,1102.29
5563,Keyboard,Furniture,2.0,1468.24,South,Carol,2936.48
5564,Keyboard,Furniture,1.0,670.56,South,,670.56
5565,Desk,Office,2.0,478.04,,,956.08
5566,Tablet,Furniture,3.0,735.42,West,Bob,2206.2599999999998
5567,Keyboard,Furniture,1.0,70.33,North,Carol,70.33
5568,Tablet,Office,5.0,938.55,,Dave,4692.75
5569,Chair,Electronics,1.0,583.11,,Eve,583.11
5570,Mouse,Electronics,3.0,1234.08,North,,3702.24
5571,Desk,Office,3.0,240.59,West,Bob,721.77
5572,Tablet,Furniture,2.0,160.98,,Eve,321.96
5573,Tablet,Furniture,1.0,67.73,West,Eve,67.73
5574,Tablet,Furniture,3.0,1342.19,,Bob,4026.57
5575,Keyboard,Furniture,4.0,1142.98,East,Dave,4571.92
5576,Desk,Office,1.0,417.69,West,Dave,417.69
5577,Mouse,Electronics,2.0,1085.83,,,2171.66
5578,Keyboard,Furniture,1.0,1095.77,West,Carol,1095.77
5579,Keyboard,Electronics,1.0,949.14,,Carol,949.14
5580,Desk,Furniture,5.0,475.41,South,Alice,2377.05
5581,Mouse,Furniture,5.0,473.69,North,Carol,2368.45
5582,Mouse,Furniture,2.0,204.55,,Carol,409.1
5583,Keyboard,Furniture,4.0,542.26,West,Carol,2169.04
5584,Tablet,Furniture,5.0,102.29,West,Dave,511.45000000000005
5585,Laptop,Electronics,1.0,1215.06,West,Dave,1215.06
5586,Desk,Office,2.0,408.69,East,Alice,817.38
5587,Laptop,Electronics,4.0,511.16,South,Eve,2044.64
5588,Tablet,Office,2.0,307.18,,Alice,614.36
5589,Mouse,Office,1.0,960.02,,Alice,960.02
5590,Laptop,Electronics,5.0,659.39,North,,3296.95
5591,Laptop,Electronics,,1467.59,,Alice,
5592,Tablet,Office,5.0,686.31,North,Eve,3431.5499999999997
5593,Tablet,Electronics,,172.89,South,Bob,
5594,Phone,Furniture,2.0,232.05,West,Alice,464.1
5595,Keyboard,Electronics,5.0,960.73,,Eve,4803.65
5596,Mouse,Office,1.0,148.22,North,Eve,148.22
5597,Mouse,Electronics,3.0,763.15,,Eve,2289.45
5598,Laptop,Electronics,5.0,739.23,South,Eve,3696.15
5599,Tablet,Electronics,3.0,1161.31,South,,3483.93
5600,Chair,Electronics,5.0,153.59,North,Eve,767.95
5601,Laptop,Office,4.0,612.17,South,Dave,2448.68
5602,Laptop,Furniture,2.0,656.08,East,Dave,1312.16
5603,Laptop,Furniture,4.0,283.27,West,Carol,1133.08
5604,Chair,Office,1.0,1437.96,East,Alice,1437.96
5605,Monitor,Electronics,2.0,462.91,South,Dave,925.82
5606,Laptop,Office,1.0,1190.81,East,Eve,1190.81
5607,Chair,Furniture,4.0,1446.77,South,Alice,5787.08
5608,Chair,Office,4.0,1414.08,West,Eve,5656.32
5609,Laptop,Furniture,3.0,716.22,West,Alice,2148.66
5610,Chair,Electronics,1.0,492.34,East,Dave,492.34
5611,Tablet,Furniture,,496.6,West,Eve,
5612,Desk,Furniture,3.0,1458.06,West,Dave,4374.18
5613,Monitor,Electronics,5.0,1448.09,East,Alice,7240.45
5614,Keyboard,Furniture,,991.31,North,Alice,
5615,Desk,Furniture,2.0,34.36,South,Eve,68.72
5616,Mouse,Electronics,2.0,551.49,North,,1102.98
5617,Desk,Office,4.0,885.5,West,Carol,3542.0
5618,Laptop,Furniture,1.0,959.99,West,,959.99
5619,Desk,Electronics,,1482.83,South,Carol,
5620,Chair,Furniture,3.0,30.79,,Bob,92.37
5621,Monitor,Office,1.0,1232.11,South,Eve,1232.11
5622,Mouse,Furniture,1.0,804.16,South,,804.16
5623,Keyboard,Office,,474.27,South,Dave,
5624,Keyboard,Furniture,1.0,1277.29,North,Bob,1277.29
5625,Desk,Electronics,5.0,610.18,East,Alice,3050.8999999999996
5626,Laptop,Electronics,1.0,51.6,North,Bob,51.6
5627,Monitor,Office,5.0,421.3,East,Carol,2106.5
5628,Desk,Electronics,4.0,892.2,East,Alice,3568.8
5629,Mouse,Furniture,4.0,1392.79,,Eve,5571.16
5630,Laptop,Electronics,4.0,452.22,South,Eve,1808.88
5631,Laptop,Office,2.0,416.36,,Eve,832.72
5632,Desk,Office,,305.68,South,Eve,
5633,Tablet,Electronics,5.0,1486.33,West,Carol,7431.65
5634,Phone,Electronics,5.0,310.98,South,Dave,1554.9
5635,Tablet,Electronics,4.0,1094.83,West,Carol,4379.32
5636,Chair,Office,,423.04,West,Dave,
5637,Monitor,Office,2.0,626.65,North,Carol,1253.3
5638,Laptop,Office,5.0,82.19,West,,410.95
5639,Chair,Electronics,1.0,749.28,North,Bob,749.28
5640,Tablet,Furniture,4.0,94.71,,Carol,378.84
5641,Monitor,Office,4.0,1110.05,,Carol,4440.2
5642,Laptop,Electronics,4.0,160.63,South,,642.52
5643,Chair,Office,5.0,1227.56,South,Alice,6137.799999999999
5644,Desk,Electronics,1.0,1286.68,South,Dave,1286.68
5645,Desk,Furniture,1.0,900.53,,Eve,900.53
5646,Chair,Electronics,5.0,351.46,East,Dave,1757.3
5647,Laptop,Furniture,2.0,1159.08,East,Dave,2318.16
5648,Laptop,Furniture,,1089.69,South,Eve,
5649,Phone,Office,5.0,345.58,South,Alice,1727.8999999999999
5650,Laptop,Furniture,4.0,1202.71,West,Carol,4810.84
5651,Laptop,Office,4.0,373.89,West,Eve,1495.56
5652,Chair,Office,2.0,1243.18,West,Bob,2486.36
5653,Laptop,Electronics,2.0,1156.2,East,Alice,2312.4
5654,Laptop,Office,4.0,507.77,West,Carol,2031.08
5655,Tablet,Electronics,,113.98,South,Eve,
5656,Chair,Furniture,2.0,655.69,North,Eve,1311.38
5657,Keyboard,Furniture,5.0,674.63,East,Eve,3373.15
5658,Monitor,Furniture,4.0,1119.3,East,Eve,4477.2
5659,Keyboard,Office,1.0,985.95,,Dave,985.95
5660,Keyboard,Electronics,5.0,1292.53,South,Carol,6462.65
5661,Mouse,Office,2.0,675.52,South,Bob,1351.04
5662,Phone,Furniture,1.0,222.35,South,Carol,222.35
5663,Chair,Office,,54.29,South,Alice,
5664,Mouse,Furniture,5.0,593.2,East,Dave,2966.0
5665,Laptop,Electronics,4.0,1180.43,West,Dave,4721.72
5666,Desk,Furniture,3.0,990.35,South,Dave,2971.05
5667,Desk,Furniture,1.0,1134.16,South,Carol,1134.16
5668,Phone,Electronics,4.0,377.02,,Bob,1508.08
5669,Mouse,Office,4.0,1396.57,West,Carol,5586.28
5670,Desk,Office,,715.83,North,Bob,
5671,Phone,Office,3.0,1312.9,,,3938.7000000000003
5672,Laptop,Office,4.0,272.09,North,,1088.36
5673,Desk,Office,3.0,929.14,,,2787.42
5674,Tablet,Electronics,3.0,745.5,West,Eve,2236.5
5675,Chair,Electronics,1.0,349.2,,Alice,349.2
5676,Keyboard,Furniture,3.0,32.36,West,Bob,97.08
5677,Monitor,Furniture,5.0,269.29,South,Eve,1346.45
5678,Chair,Office,1.0,958.97,East,,958.97
5679,Chair,Furniture,4.0,1407.3,South,Bob,5629.2
5680,Phone,Electronics,3.0,605.26,,Eve,1815.78
5681,Keyboard,Electronics,,1263.67,East,,
5682,Mouse,Office,,481.73,North,Dave,
5683,Laptop,Electronics,5.0,542.9,West,Carol,2714.5
5684,Laptop,Office,5.0,987.28,West,Bob,4936.4
5685,Phone,Office,4.0,161.16,East,Alice,644.64
5686,Phone,Furniture,4.0,94.89,South,Dave,379.56
5687,Tablet,Furniture,2.0,1102.31,South,Bob,2204.62
5688,Tablet,Office,4.0,1127.13,West,Dave,4508.52
5689,Desk,Furniture,4.0,308.19,South,Alice,1232.76
5690,Mouse,Furniture,2.0,510.31,,Carol,1020.62
5691,Keyboard,Electronics,2.0,801.08,South,Bob,1602.16
5692,Laptop,Electronics,3.0,151.36,West,Eve,454.08000000000004
5693,Chair,Electronics,4.0,811.17,West,Alice,3244.68
5694,Desk,Furniture,1.0,229.76,South,Bob,229.76
5695,Tablet,Furniture,2.0,1477.21,,Alice,2954.42
5696,Desk,Office,,1307.93,South,,
5697,Tablet,Office,5.0,518.76,,Bob,2593.8
5698,Keyboard,Furniture,1.0,1117.87,,Carol,1117.87
5699,Keyboard,Furniture,4.0,1161.65,East,Bob,4646.6
5700,Chair,Electronics,1.0,230.97,North,Dave,230.97
5701,Desk,Electronics,1.0,328.71,South,Bob,328.71
5702,Keyboard,Furniture,5.0,156.31,West,Carol,781.55
5703,Tablet,Furniture,3.0,1257.21,East,Alice,3771.63
5704,Tablet,Furniture,1.0,1056.17,North,Alice,1056.17
5705,Mouse,Office,3.0,606.04,,,1818.12
5706,Phone,Office,2.0,1183.98,East,Dave,2367.96
5707,Desk,Furniture,2.0,917.06,South,Eve,1834.12
5708,Laptop,Furniture,4.0,1043.08,East,,4172.32
5709,Chair,Furniture,2.0,854.35,South,Carol,1708.7
5710,Monitor,Office,2.0,149.65,West,Dave,299.3
5711,Laptop,Furniture,2.0,1279.63,North,,2559.26
5712,Monitor,Office,4.0,182.03,South,Alice,728.12
5713,Tablet,Electronics,1.0,603.39,,,603.39
5714,Phone,Office,,132.84,North,Alice,
5715,Tablet,Office,5.0,162.66,South,Eve,813.3
5716,Monitor,Office,3.0,94.84,North,Dave,284.52
5717,Laptop,Office,1.0,981.9,,Bob,981.9
5718,Chair,Electronics,1.0,15.14,East,Alice,15.14
5719,Monitor,Furniture,4.0,779.93,,Bob,3119.72
5720,Keyboard,Furniture,5.0,750.18,North,Eve,3750.8999999999996
5721,Chair,Furniture,1.0,977.74,East,Dave,977.74
5722,Desk,Office,5.0,580.2,,Eve,2901.0
5723,Desk,Electronics,,1124.22,East,,
5724,Laptop,Office,1.0,147.23,,Eve,147.23
5725,Monitor,Furniture,4.0,837.32,East,Dave,3349.28
5726,Tablet,Electronics,1.0,759.97,South,Bob,759.97
5727,Mouse,Furniture,1.0,974.07,West,Bob,974.07
5728,Keyboard,Furniture,1.0,356.49,East,Alice,356.49
5729,Laptop,Furniture,2.0,34.42,East,Carol,68.84
5730,Tablet,Furniture,4.0,261.57,East,Dave,1046.28
5731,Desk,Furniture,2.0,325.21,,Bob,650.42
5732,Chair,Office,4.0,1380.25,West,Eve,5521.0
5733,Mouse,Office,4.0,1444.37,West,Dave,5777.48
5734,Laptop,Electronics,1.0,209.42,West,Bob,209.42
5735,Tablet,Electronics,1.0,275.47,West,Eve,275.47
5736,Monitor,Electronics,5.0,57.48,East,Dave,287.4
5737,Laptop,Furniture,,760.44,North,Bob,
5738,Laptop,Electronics,1.0,477.95,East,Bob,477.95
5739,Keyboard,Furniture,2.0,1355.91,East,Alice,2711.82
5740,Desk,Electronics,5.0,1306.96,East,Dave,6534.8
5741,Keyboard,Electronics,5.0,854.12,East,,4270.6
5742,Desk,Furniture,,100.32,North,,
5743,Keyboard,Furniture,2.0,603.73,West,Eve,1207.46
5744,Desk,Furniture,2.0,795.64,South,Eve,1591.28
5745,Chair,Electronics,5.0,644.39,South,Eve,3221.95
5746,Keyboard,Office,1.0,917.25,,Bob,917.25
5747,Desk,Electronics,5.0,1305.61,West,Bob,6528.049999999999
5748,Mouse,Office,4.0,231.42,South,Alice,925.68
5749,Tablet,Furniture,1.0,745.96,East,Carol,745.96
5750,Phone,Electronics,,374.35,South,,
5751,Phone,Office,2.0,1010.17,South,Dave,2020.34
5752,Mouse,Furniture,2.0,246.9,,,493.8
5753,Tablet,Furniture,,994.43,North,Dave,
5754,Phone,Electronics,3.0,614.51,West,Eve,1843.53
5755,Desk,Electronics,,1255.84,East,,
5756,Keyboard,Office,4.0,1494.18,East,Alice,5976.72
5757,Mouse,Office,,846.03,North,Bob,
5758,Monitor,Electronics,4.0,492.34,West,Bob,1969.36
5759,Phone,Office,3.0,397.31,East,Carol,1191.93
5760,Desk,Electronics,3.0,255.44,South,Carol,766.3199999999999
5761,Desk,Furniture,3.0,682.55,South,,2047.6499999999999
5762,Tablet,Office,5.0,319.08,,,1595.3999999999999
5763,Tablet,Office,,258.89,North,Alice,
5764,Chair,Electronics,4.0,1486.74,West,Eve,5946.96
5765,Tablet,Office,4.0,931.08,East,Alice,3724.32
5766,Desk,Office,,1251.12,North,Carol,
5767,Desk,Furniture,1.0,237.24,West,Alice,237.24
5768,Phone,Electronics,2.0,794.21,,Dave,1588.42
5769,Tablet,Office,4.0,747.22,East,Dave,2988.88
5770,Tablet,Furniture,4.0,1290.32,West,,5161.28
5771,Tablet,Electronics,5.0,358.73,South,,1793.65
5772,Chair,Furniture,2.0,1142.05,South,Carol,2284.1
5773,Monitor,Electronics,3.0,198.31,,Eve,594.9300000000001
5774,Keyboard,Office,,888.6,West,,
5775,Keyboard,Office,3.0,1465.82,West,Alice,4397.46
5776,Tablet,Office,5.0,720.9,North,Alice,3604.5
5777,Mouse,Electronics,1.0,446.38,South,Dave,446.38
5778,Phone,Furniture,5.0,30.98,East,Carol,154.9
5779,Chair,Office,1.0,175.73,West,Eve,175.73
5780,Mouse,Office,4.0,1323.88,West,Bob,5295.52
5781,Laptop,Electronics,3.0,1241.33,West,Carol,3723.99
5782,Desk,Furniture,5.0,1328.65,East,Bob,6643.25
5783,Keyboard,Electronics,5.0,1325.11,,,6625.549999999999
5784,Laptop,Furniture,,735.74,East,,
5785,Desk,Furniture,4.0,772.11,South,,3088.44
5786,Phone,Furniture,3.0,906.83,North,Eve,2720.4900000000002
5787,Monitor,Furniture,5.0,1245.43,,Dave,6227.150000000001
5788,Desk,Furniture,5.0,966.42,East,Bob,4832.099999999999
5789,Desk,Furniture,,774.24,West,Bob,
5790,Chair,Office,5.0,844.96,East,,4224.8
5791,Monitor,Office,,1051.37,East,Dave,
5792,Tablet,Office,2.0,189.84,South,Bob,379.68
5793,Phone,Furniture,2.0,1013.13,West,Bob,2026.26
5794,Laptop,Furniture,2.0,1367.33,North,Bob,2734.66
5795,Tablet,Office,2.0,828.75,East,Dave,1657.5
5796,Desk,Electronics,4.0,1426.1,South,Dave,5704.4
5797,Desk,Electronics,5.0,429.43,West,Carol,2147.15
5798,Desk,Office,4.0,918.6,,Bob,3674.4
5799,Desk,Electronics,1.0,1188.67,,Alice,1188.67
5800,Phone,Office,1.0,1043.24,,Eve,1043.24
5801,Keyboard,Electronics,,1438.64,East,Dave,
5802,Phone,Furniture,1.0,244.37,North,,244.37
5803,Laptop,Office,2.0,1229.54,South,,2459.08
5804,Monitor,Electronics,2.0,400.66,East,Bob,801.32
5805,Phone,Electronics,,1344.22,East,Bob,
5806,Desk,Office,2.0,178.21,North,Bob,356.42
5807,Phone,Furniture,,379.81,West,Dave,
5808,Mouse,Furniture,5.0,100.82,South,Bob,504.09999999999997
5809,Monitor,Electronics,1.0,63.91,South,Bob,63.91
5810,Desk,Office,1.0,117.57,South,Alice,117.57
5811,Tablet,Office,3.0,1274.34,East,Eve,3823.0199999999995
5812,Phone,Furniture,4.0,27.42,East,Bob,109.68
5813,Desk,Electronics,5.0,114.9,West,Dave,574.5
5814,Tablet,Electronics,2.0,1289.05,East,Bob,2578.1
5815,Phone,Office,1.0,661.38,,Carol,661.38
5816,Laptop,Electronics,1.0,1460.34,North,Bob,1460.34
5817,Laptop,Office,2.0,249.28,West,,498.56
5818,Mouse,Electronics,5.0,452.85,South,Dave,2264.25
5819,Chair,Electronics,5.0,57.15,West,Bob,285.75
5820,Phone,Office,,823.28,North,Eve,
5821,Tablet,Electronics,2.0,32.6,South,Eve,65.2
5822,Mouse,Office,3.0,1106.05,North,Alice,3318.1499999999996
5823,Desk,Electronics,1.0,269.52,,Dave,269.52
5824,Tablet,Furniture,3.0,358.51,East,Bob,1075.53
5825,Phone,Furniture,,94.19,,Eve,
5826,Mouse,Furniture,2.0,206.86,West,,413.72
5827,Phone,Office,1.0,1082.84,North,Alice,1082.84
5828,Desk,Furniture,1.0,135.91,,Dave,135.91
5829,Phone,Office,2.0,339.92,East,,679.84
5830,Keyboard,Office,5.0,1032.58,West,Eve,5162.9
5831,Phone,Furniture,5.0,1324.68,,Dave,6623.400000000001
5832,Mouse,Furniture,4.0,1100.98,South,Carol,4403.92
5833,Desk,Furniture,1.0,630.67,South,Carol,630.67
5834,Laptop,Furniture,,990.47,West,Bob,
5835,Desk,Electronics,5.0,849.49,East,,4247.45
5836,Chair,Furniture,2.0,1041.75,,Dave,2083.5
5837,Tablet,Electronics,,305.02,North,,
5838,Laptop,Office,3.0,1391.53,,Dave,4174.59
5839,Mouse,Office,3.0,522.3,North,,1566.8999999999999
5840,Keyboard,Office,3.0,1123.21,South,Bob,3369.63
5841,Mouse,Office,,528.25,South,Carol,
5842,Keyboard,Electronics,2.0,1274.38,North,Carol,2548.76
5843,Keyboard,Electronics,1.0,1185.74,East,Dave,1185.74
5844,Phone,Furniture,5.0,818.23,North,Alice,4091.15
5845,Monitor,Furniture,5.0,80.48,North,Eve,402.40000000000003
5846,Mouse,Furniture,5.0,583.22,South,Eve,2916.1000000000004
5847,Tablet,Furniture,3.0,676.3,,,2028.8999999999999
5848,Phone,Electronics,2.0,733.12,West,Bob,1466.24
5849,Tablet,Furniture,2.0,390.19,West,Alice,780.38
5850,Phone,Office,2.0,835.27,South,Carol,1670.54
5851,Tablet,Office,2.0,768.36,,Alice,1536.72
5852,Laptop,Furniture,1.0,967.33,West,Carol,967.33
5853,Laptop,Electronics,3.0,152.4,,Dave,457.20000000000005
5854,Mouse,Furniture,4.0,1366.43,North,Dave,5465.72
5855,Chair,Office,4.0,245.77,,Carol,983.08
5856,Phone,Furniture,3.0,1254.52,East,,3763.56
5857,Desk,Office,5.0,910.64,South,Alice,4553.2
5858,Tablet,Office,,1099.36,West,,
5859,Monitor,Office,3.0,1140.06,West,Alice,3420.18
5860,Keyboard,Electronics,2.0,990.59,,Carol,1981.18
5861,Monitor,Electronics,,630.11,East,Alice,
5862,Mouse,Office,3.0,786.74,,Alice,2360.2200000000003
5863,Mouse,Electronics,3.0,1040.77,East,Bob,3122.31
5864,Chair,Office,5.0,1440.34,North,Bob,7201.7
5865,Desk,Office,2.0,113.08,South,Dave,226.16
5866,Desk,Furniture,2.0,1011.23,North,Dave,2022.46
5867,Desk,Office,2.0,1042.86,West,,2085.72
5868,Keyboard,Furniture,,1232.64,East,Alice,
5869,Keyboard,Office,3.0,814.05,South,Dave,2442.1499999999996
5870,Mouse,Furniture,3.0,184.31,North,Bob,552.9300000000001
